,Epl.,Kap.,Tit.,Ist 2023,Zweckbestimmung,ministries,id,id_nlp_help,id_nlp,2012 id,2012 Zweck,Ist 2012,2013 id,2013 Zweck,Ist 2013,2014 id,2014 Zweck,Ist 2014,2015 id,2015 Zweck,Ist 2015,2016 id,2016 Zweck,Ist 2016,2017 id,2017 Zweck,Ist 2017,2018 id,2018 Zweck,Ist 2018,2019 id,2019 Zweck,Ist 2019,2020 id,2020 Zweck,Ist 2020,2021 id,2021 Zweck,Ist 2021,2022 id,2022 Zweck,Ist 2022
65,7,19,11101,478382370.22,"Gebühren, sonstige Entgelte",Bundesministerium der Justiz,111010719,Bundesministerium der Justiz einsneuneinseinseinsnulleins ,"Bundesministerium der Justiz einsneuneinseinseinsnulleins  Gebühren, sonstige Entgelte",111010710,Bundesministerium der Justiz,313436584.17,111010710,Bundesministerium der Justiz,332933795.2,111010719,Bundesministerium der Justiz,358545252.96,111010719,Bundesministerium der Justiz,371228538.32,111010719,Bundesministerium der Justiz,379026693.3,111010719,Bundesministerium der Justiz,389841791.29,111010719,Bundesministerium der Justiz,410738072.67,111010719,Bundesministerium der Justiz,425358077.69,111010719,Bundesministerium der Justiz,422711987.43,111010719,Bundesministerium der Justiz,461363883.77,111010719,Bundesministerium der Justiz,477686754.47
66,6,26,54101,468737148.47,Zuschuss an das Bundesamt für Verfassungsschutz,Bundesministerium des Innern und für Heimat,541010626,Bundesministerium des Innern und für Heimat zweisechsfünfviereinsnulleins ,Bundesministerium des Innern und für Heimat zweisechsfünfviereinsnulleins  Zuschuss an das Bundesamt für Verfassungsschutz,541010609,Bundesministerium des Innern und für Heimat,209713761.32,541010609,Bundesministerium des Innern und für Heimat,205958371.54,541010626,Bundesministerium des Innern und für Heimat,205956162.7,541010626,Bundesministerium des Innern und für Heimat,222480785.25,541010626,Bundesministerium des Innern und für Heimat,253294733.27,541010626,Bundesministerium des Innern und für Heimat,306918024.29,541010626,Bundesministerium des Innern und für Heimat,345879829.7,541010626,Bundesministerium des Innern und für Heimat,399114450.45,541010626,Bundesministerium des Innern und für Heimat,416035520.87,541010626,Bundesministerium des Innern und für Heimat,422511010.9,541010626,Bundesministerium des Innern und für Heimat,440323972.39
67,12,6,89101,453044642.69,"Investitionszuschüsse für Großvorhaben des öffentlichen Personennahverkehrs an die Deutsche Bahn AG und Unternehmen, die sich überwiegend in Bundeshand befinden",Bundesministerium für Digitales und Verkehr,891011206,Bundesministerium für Digitales und Verkehr nullsechsachtneuneinsnulleins ,"Bundesministerium für Digitales und Verkehr nullsechsachtneuneinsnulleins  Investitionszuschüsse für Großvorhaben des öffentlichen Personennahverkehrs an die Deutsche Bahn AG und Unternehmen, die sich überwiegend in Bundeshand befinden",891011218,Bundesministerium für Digitales und Verkehr,68601005.24,891011218,Bundesministerium für Digitales und Verkehr,75328794.03,891011218,Bundesministerium für Digitales und Verkehr,66351308.83,891011218,Bundesministerium für Digitales und Verkehr,62008835.51,891011206,Bundesministerium für Digitales und Verkehr,57835562.95,891011206,Bundesministerium für Digitales und Verkehr,100803782.74,891011206,Bundesministerium für Digitales und Verkehr,131973863.92,891011206,Bundesministerium für Digitales und Verkehr,100936114.73,891011206,Bundesministerium für Digitales und Verkehr,146837122.79,891011206,Bundesministerium für Digitales und Verkehr,56362506.13,891011206,Bundesministerium für Digitales und Verkehr,381782417.59
68,14,4,55118,451843039.51,Entwicklung des Waffensystems Eurofighter,Bundesministerium der Verteidigung,551181404,Bundesministerium der Verteidigung nullvierfünffünfeinseinsacht ,Bundesministerium der Verteidigung nullvierfünffünfeinseinsacht  Entwicklung des Waffensystems Eurofighter,551181420,Bundesministerium der Verteidigung,120000000.0,551181420,Bundesministerium der Verteidigung,257347555.94,551181420,Bundesministerium der Verteidigung,159530449.23,551181420,Bundesministerium der Verteidigung,115534520.5,551181404,Bundesministerium der Verteidigung,149879314.16,551181404,Bundesministerium der Verteidigung,212279106.81,551181404,Bundesministerium der Verteidigung,163114558.11,551181404,Bundesministerium der Verteidigung,179069341.48,551181404,Bundesministerium der Verteidigung,351036833.38,551181404,Bundesministerium der Verteidigung,244975506.6,551181404,Bundesministerium der Verteidigung,268045406.79
69,12,3,78001,442622911.44,Erhaltung der verkehrlichen Infrastruktur,Bundesministerium für Digitales und Verkehr,780011203,Bundesministerium für Digitales und Verkehr nulldreisiebenachtnullnulleins ,Bundesministerium für Digitales und Verkehr nulldreisiebenachtnullnulleins  Erhaltung der verkehrlichen Infrastruktur,780111203,Bundesministerium für Digitales und Verkehr,210308633.19,780111203,Bundesministerium für Digitales und Verkehr,220917605.91,780111203,Bundesministerium für Digitales und Verkehr,256446955.18,780111203,Bundesministerium für Digitales und Verkehr,287964377.23,780011203,Bundesministerium für Digitales und Verkehr,268432924.81,780011203,Bundesministerium für Digitales und Verkehr,235592290.11,780011203,Bundesministerium für Digitales und Verkehr,268772005.83,780011203,Bundesministerium für Digitales und Verkehr,298458773.75,780011203,Bundesministerium für Digitales und Verkehr,307945024.24,780011203,Bundesministerium für Digitales und Verkehr,331977075.2,780011203,Bundesministerium für Digitales und Verkehr,444705246.13
70,14,5,55406,430726121.66,Beschaffung von Fahrzeugen für die Streitkräfte einschließlich des Zubehörs,Bundesministerium der Verteidigung,554061405,Bundesministerium der Verteidigung nullfünffünffünfviernullsechs ,Bundesministerium der Verteidigung nullfünffünffünfviernullsechs  Beschaffung von Fahrzeugen für die Streitkräfte einschließlich des Zubehörs,554061416,Bundesministerium der Verteidigung,269651817.11,554061416,Bundesministerium der Verteidigung,138730133.26,554061416,Bundesministerium der Verteidigung,135530873.26,554061416,Bundesministerium der Verteidigung,77941515.71,554061405,Bundesministerium der Verteidigung,94253951.81,554061405,Bundesministerium der Verteidigung,101343368.04,554061405,Bundesministerium der Verteidigung,117151581.51,554061405,Bundesministerium der Verteidigung,447565923.25,554061405,Bundesministerium der Verteidigung,563095772.91,554061405,Bundesministerium der Verteidigung,548723660.54,554061405,Bundesministerium der Verteidigung,503108276.04
71,14,8,55813,427500466.73,"Kleine Neu-, Um- und Erweiterungsbauten",Bundesministerium der Verteidigung,558131408,Bundesministerium der Verteidigung nullachtfünffünfachteinsdrei ,"Bundesministerium der Verteidigung nullachtfünffünfachteinsdrei  Kleine Neu-, Um- und Erweiterungsbauten",532551401,Bundesministerium der Verteidigung,787019.78,532551401,Bundesministerium der Verteidigung,548546.24,532551401,Bundesministerium der Verteidigung,1538660.97,532551401,Bundesministerium der Verteidigung,1817162.87,558131408,Bundesministerium der Verteidigung,311792893.09,558131408,Bundesministerium der Verteidigung,304894412.78,558131408,Bundesministerium der Verteidigung,294622425.62,558131408,Bundesministerium der Verteidigung,316748728.77,558131408,Bundesministerium der Verteidigung,324696436.59,558131408,Bundesministerium der Verteidigung,322374752.69,558131408,Bundesministerium der Verteidigung,347552953.65
72,23,3,89602,422247800.0,"Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,896022303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldreiachtneunsechsnullzwei ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldreiachtneunsechsnullzwei  Beitrag zu den ""Europäischen Entwicklungsfonds"" der Europäischen Union (Abkommen von Lomé und Cotonou)",896022302,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,598408040.0,896022302,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,663150000.0,896022303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,669272768.98,896022303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,656885700.56,896022303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,738000000.0,896022303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,816096831.37,896022303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,925900780.43,896022303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,967011200.0,896022303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,967011200.0,896022303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,771043340.0,896022303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,566189600.0
73,30,2,67150,417506020.84,"BAföG - Zinszuschüsse, Tilgung und Erstattung von Darlehensausfällen an die Kreditanstalt für Wiederaufbau",Bundesministerium für Bildung und Forschung,671503002,Bundesministerium für Bildung und Forschung nullzweisechssiebeneinsfünfnull ,"Bundesministerium für Bildung und Forschung nullzweisechssiebeneinsfünfnull  BAföG - Zinszuschüsse, Tilgung und Erstattung von Darlehensausfällen an die Kreditanstalt für Wiederaufbau",661503002,Bundesministerium für Bildung und Forschung,323153297.37,661503002,Bundesministerium für Bildung und Forschung,90881642.37,661503002,Bundesministerium für Bildung und Forschung,196496651.11,671503002,Bundesministerium für Bildung und Forschung,291419887.22,671503002,Bundesministerium für Bildung und Forschung,481909169.18,671503002,Bundesministerium für Bildung und Forschung,414832000.0,671503002,Bundesministerium für Bildung und Forschung,426534763.25,671503002,Bundesministerium für Bildung und Forschung,325906607.54,671503002,Bundesministerium für Bildung und Forschung,78174372.51,671503002,Bundesministerium für Bildung und Forschung,121909714.82,671503002,Bundesministerium für Bildung und Forschung,267150257.3
74,23,3,89607,415000000.0,"Beitrag an den Globalen Fonds zur Bekämpfung von AIDS, Tuberkulose und Malaria (GFATM)",Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,896072303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldreiachtneunsechsnullsieben ,"Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung nulldreiachtneunsechsnullsieben  Beitrag an den Globalen Fonds zur Bekämpfung von AIDS, Tuberkulose und Malaria (GFATM)",896072302,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,200000000.0,896072302,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,200000000.0,896072303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,245000000.0,896072303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,210000000.0,896072303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,210000000.0,896072303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,230000000.0,896072303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,235000000.0,896072303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,260000000.0,896072303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,500000000.0,896072303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,490000000.0,896072303,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung,475000000.0
75,8,16,51101,413013144.07,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",Bundesministerium der Finanzen,511010816,Bundesministerium der Finanzen einssechsfünfeinseinsnulleins ,"Bundesministerium der Finanzen einssechsfünfeinseinsnulleins  Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",511010801,Bundesministerium der Finanzen,2136781.99,511010816,Bundesministerium der Finanzen,69446381.47,511010816,Bundesministerium der Finanzen,73342750.33,511010816,Bundesministerium der Finanzen,80256738.53,511010816,Bundesministerium der Finanzen,98277896.61,511010816,Bundesministerium der Finanzen,101726671.86,511010816,Bundesministerium der Finanzen,150899195.37,511010816,Bundesministerium der Finanzen,185151818.98,511010816,Bundesministerium der Finanzen,165557327.8,511010816,Bundesministerium der Finanzen,179709467.69,511010816,Bundesministerium der Finanzen,198163321.5
76,8,15,63601,410302211.17,Erstattung von Verwaltungskosten an die Bundesagentur für Arbeit für die Durchführung des Familienleistungsausgleichs nach dem Einkommensteuergesetz,Bundesministerium der Finanzen,636010815,Bundesministerium der Finanzen einsfünfsechsdreisechsnulleins ,Bundesministerium der Finanzen einsfünfsechsdreisechsnulleins  Erstattung von Verwaltungskosten an die Bundesagentur für Arbeit für die Durchführung des Familienleistungsausgleichs nach dem Einkommensteuergesetz,636010803,Bundesministerium der Finanzen,192626437.18,636010815,Bundesministerium der Finanzen,196299582.33,636010815,Bundesministerium der Finanzen,210887905.34,636010815,Bundesministerium der Finanzen,222127506.52,636010815,Bundesministerium der Finanzen,247834568.09,636010815,Bundesministerium der Finanzen,259762914.75,636010815,Bundesministerium der Finanzen,280815596.15,636010815,Bundesministerium der Finanzen,310543547.05,636010815,Bundesministerium der Finanzen,338310562.23,636010815,Bundesministerium der Finanzen,371223121.87,636010815,Bundesministerium der Finanzen,395514879.68
77,14,5,55412,407388318.55,"Beschaffung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät",Bundesministerium der Verteidigung,554121405,Bundesministerium der Verteidigung nullfünffünffünfviereinszwei ,"Bundesministerium der Verteidigung nullfünffünffünfviereinszwei  Beschaffung von Schiffen, Betriebswasserfahrzeugen, Booten, schwimmendem und sonstigem Marinegerät",554121416,Bundesministerium der Verteidigung,706530349.28,554121416,Bundesministerium der Verteidigung,619217924.61,554121416,Bundesministerium der Verteidigung,506666626.11,554121416,Bundesministerium der Verteidigung,141357894.48,554121405,Bundesministerium der Verteidigung,527568808.36,554121405,Bundesministerium der Verteidigung,163243911.64,554121405,Bundesministerium der Verteidigung,175688139.73,554121405,Bundesministerium der Verteidigung,340677230.45,554121405,Bundesministerium der Verteidigung,357655160.78,554121405,Bundesministerium der Verteidigung,276160613.5,554121405,Bundesministerium der Verteidigung,439732226.57
78,14,6,55304,403146596.45,Erhaltung des Fernmeldematerials,Bundesministerium der Verteidigung,553041406,Bundesministerium der Verteidigung nullsechsfünffünfdreinullvier ,Bundesministerium der Verteidigung nullsechsfünffünfdreinullvier  Erhaltung des Fernmeldematerials,553041409,Bundesministerium der Verteidigung,127971822.31,553041409,Bundesministerium der Verteidigung,124535179.25,553041409,Bundesministerium der Verteidigung,129971651.21,553041409,Bundesministerium der Verteidigung,135508549.34,553041406,Bundesministerium der Verteidigung,169031175.21,553041406,Bundesministerium der Verteidigung,177398405.43,553041406,Bundesministerium der Verteidigung,199468485.78,553041406,Bundesministerium der Verteidigung,243003838.8,553041406,Bundesministerium der Verteidigung,295428291.63,553041406,Bundesministerium der Verteidigung,337128817.82,553041406,Bundesministerium der Verteidigung,374391241.44
79,30,3,68513,399487376.06,Exzellenzstrategie zur Förderung von Spitzenforschung an Universitäten,Bundesministerium für Bildung und Forschung,685133003,Bundesministerium für Bildung und Forschung nulldreisechsachtfünfeinsdrei ,Bundesministerium für Bildung und Forschung nulldreisechsachtfünfeinsdrei  Exzellenzstrategie zur Förderung von Spitzenforschung an Universitäten,685043003,Bundesministerium für Bildung und Forschung,308475000.0,685043003,Bundesministerium für Bildung und Forschung,362875000.0,685043003,Bundesministerium für Bildung und Forschung,376950000.0,685043003,Bundesministerium für Bildung und Forschung,397500000.0,685043003,Bundesministerium für Bildung und Forschung,393719656.56,685133003,Bundesministerium für Bildung und Forschung,330978205.34,685133003,Bundesministerium für Bildung und Forschung,378399316.45,685133003,Bundesministerium für Bildung und Forschung,426815526.67,685133003,Bundesministerium für Bildung und Forschung,399465064.7,685133003,Bundesministerium für Bildung und Forschung,399621075.46,685133003,Bundesministerium für Bildung und Forschung,399597253.47
80,14,5,55407,397192185.83,Beschaffung von Kampffahrzeugen,Bundesministerium der Verteidigung,554071405,Bundesministerium der Verteidigung nullfünffünffünfviernullsieben ,Bundesministerium der Verteidigung nullfünffünffünfviernullsieben  Beschaffung von Kampffahrzeugen,554071416,Bundesministerium der Verteidigung,375000000.0,554071416,Bundesministerium der Verteidigung,327323601.75,554071416,Bundesministerium der Verteidigung,156888627.6,554071416,Bundesministerium der Verteidigung,154840677.76,554071405,Bundesministerium der Verteidigung,83062503.82,554071405,Bundesministerium der Verteidigung,172123927.42,554071405,Bundesministerium der Verteidigung,230806895.24,554071405,Bundesministerium der Verteidigung,411331955.21,554071405,Bundesministerium der Verteidigung,448548250.28,554071405,Bundesministerium der Verteidigung,644072186.53,554071405,Bundesministerium der Verteidigung,493338141.52
81,4,52,68591,391188426.13,"Zuschuss an die Rundfunkanstalt ""Deutsche Welle""",Bundeskanzler und Bundeskanzleramt,685910452,Bundeskanzler und Bundeskanzleramt fünfzweisechsachtfünfneuneins ,"Bundeskanzler und Bundeskanzleramt fünfzweisechsachtfünfneuneins  Zuschuss an die Rundfunkanstalt ""Deutsche Welle""",685910405,Bundeskanzler und Bundeskanzleramt,257938000.0,685910405,Bundeskanzler und Bundeskanzleramt,263865000.0,685910405,Bundeskanzler und Bundeskanzleramt,269430000.0,685910405,Bundeskanzler und Bundeskanzleramt,269470000.0,685910452,Bundeskanzler und Bundeskanzleramt,289916000.0,685910452,Bundeskanzler und Bundeskanzleramt,298779000.0,685910452,Bundeskanzler und Bundeskanzleramt,307933000.0,685910452,Bundeskanzler und Bundeskanzleramt,315350000.0,685910452,Bundeskanzler und Bundeskanzleramt,348960000.0,685910452,Bundeskanzler und Bundeskanzleramt,369896400.0,685910452,Bundeskanzler und Bundeskanzleramt,386924600.0
82,14,1,54781,376880567.48,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundesministerium der Verteidigung,547811401,Bundesministerium der Verteidigung nulleinsfünfviersiebenachteins ,Bundesministerium der Verteidigung nulleinsfünfviersiebenachteins  Nicht aufteilbare sächliche Verwaltungsausgaben,547811403,Bundesministerium der Verteidigung,464218518.64,547811403,Bundesministerium der Verteidigung,436758620.05,547811403,Bundesministerium der Verteidigung,376698330.04,547811403,Bundesministerium der Verteidigung,362659348.99,547811401,Bundesministerium der Verteidigung,402278095.78,547811401,Bundesministerium der Verteidigung,447087809.35,547811401,Bundesministerium der Verteidigung,507275747.77,547811401,Bundesministerium der Verteidigung,510413161.14,547811401,Bundesministerium der Verteidigung,526534849.36,547811401,Bundesministerium der Verteidigung,491656661.96,547811401,Bundesministerium der Verteidigung,461037919.47
83,14,6,55305,366648029.59,"Erhaltung des Feldzeug- und Quartiermeistermaterials, ausgenommen Munition sowie Fahrzeug- und Kampffahrzeugmaterial",Bundesministerium der Verteidigung,553051406,Bundesministerium der Verteidigung nullsechsfünffünfdreinullfünf ,"Bundesministerium der Verteidigung nullsechsfünffünfdreinullfünf  Erhaltung des Feldzeug- und Quartiermeistermaterials, ausgenommen Munition sowie Fahrzeug- und Kampffahrzeugmaterial",553051409,Bundesministerium der Verteidigung,129451196.92,553051409,Bundesministerium der Verteidigung,138731599.71,553051409,Bundesministerium der Verteidigung,142368373.64,553051409,Bundesministerium der Verteidigung,150176271.81,553051406,Bundesministerium der Verteidigung,177741845.66,553051406,Bundesministerium der Verteidigung,207517900.8,553051406,Bundesministerium der Verteidigung,201709219.13,553051406,Bundesministerium der Verteidigung,254081665.4,553051406,Bundesministerium der Verteidigung,267267858.07,553051406,Bundesministerium der Verteidigung,317066181.77,553051406,Bundesministerium der Verteidigung,327929913.75
84,14,13,53255,363499056.53,Ausgaben für Aufträge und Dienstleistungen,Bundesministerium der Verteidigung,532551413,Bundesministerium der Verteidigung einsdreifünfdreizweifünffünf ,Bundesministerium der Verteidigung einsdreifünfdreizweifünffünf  Ausgaben für Aufträge und Dienstleistungen,554141416,Bundesministerium der Verteidigung,73136765.83,554141416,Bundesministerium der Verteidigung,1521803.65,632571467,Bundesministerium der Verteidigung,8629221.69,545011422,Bundesministerium der Verteidigung,530389.6,532551413,Bundesministerium der Verteidigung,179797779.7,532551413,Bundesministerium der Verteidigung,208740957.06,532551413,Bundesministerium der Verteidigung,273213796.82,532551413,Bundesministerium der Verteidigung,195370119.93,532551413,Bundesministerium der Verteidigung,269960365.17,532551413,Bundesministerium der Verteidigung,330916712.44,532551413,Bundesministerium der Verteidigung,414126306.44
85,6,11,63403,357268121.0,Zuweisungen an den Versorgungsfonds,Bundesministerium des Innern und für Heimat,634030611,Bundesministerium des Innern und für Heimat einseinssechsdreiviernulldrei ,Bundesministerium des Innern und für Heimat einseinssechsdreiviernulldrei  Zuweisungen an den Versorgungsfonds,634030615,Bundesministerium des Innern und für Heimat,1656646.22,634030623,Bundesministerium des Innern und für Heimat,1697063.95,634030611,Bundesministerium des Innern und für Heimat,49764962.47,634030611,Bundesministerium des Innern und für Heimat,58178844.45,634030611,Bundesministerium des Innern und für Heimat,72895054.44,634030611,Bundesministerium des Innern und für Heimat,95296207.91,634030611,Bundesministerium des Innern und für Heimat,115137810.23,634030611,Bundesministerium des Innern und für Heimat,148740150.63,634030611,Bundesministerium des Innern und für Heimat,194184619.84,634030611,Bundesministerium des Innern und für Heimat,247553558.76,634030611,Bundesministerium des Innern und für Heimat,297507510.91
86,14,5,55405,357120394.47,Beschaffung von Fernmeldematerial,Bundesministerium der Verteidigung,554051405,Bundesministerium der Verteidigung nullfünffünffünfviernullfünf ,Bundesministerium der Verteidigung nullfünffünffünfviernullfünf  Beschaffung von Fernmeldematerial,554051416,Bundesministerium der Verteidigung,200799189.29,554051416,Bundesministerium der Verteidigung,193063499.31,554051416,Bundesministerium der Verteidigung,201031049.54,554051416,Bundesministerium der Verteidigung,183596723.02,554051405,Bundesministerium der Verteidigung,203475632.11,554051405,Bundesministerium der Verteidigung,237089083.82,554051405,Bundesministerium der Verteidigung,254842318.15,554051405,Bundesministerium der Verteidigung,318327780.42,554051405,Bundesministerium der Verteidigung,467754188.26,554051405,Bundesministerium der Verteidigung,370419267.11,554051405,Bundesministerium der Verteidigung,347407389.34
87,14,5,55413,356370604.03,"Beschaffung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",Bundesministerium der Verteidigung,554131405,Bundesministerium der Verteidigung nullfünffünffünfviereinsdrei ,"Bundesministerium der Verteidigung nullfünffünffünfviereinsdrei  Beschaffung von Flugzeugen, Flugkörpern, Flugzeugrettungs-, Sicherheits- und sonstigem flugtechnischen Gerät",554131416,Bundesministerium der Verteidigung,320454528.64,554131416,Bundesministerium der Verteidigung,459267995.24,554131416,Bundesministerium der Verteidigung,405554081.8,554131416,Bundesministerium der Verteidigung,453513529.7,554131405,Bundesministerium der Verteidigung,442475162.9,554131405,Bundesministerium der Verteidigung,555825099.7,554131405,Bundesministerium der Verteidigung,736118827.86,554131405,Bundesministerium der Verteidigung,388051585.54,554131405,Bundesministerium der Verteidigung,446084654.15,554131405,Bundesministerium der Verteidigung,798139275.02,554131405,Bundesministerium der Verteidigung,275310586.85
88,6,25,67121,351618622.15,Erstattungen an Dritte für die Durchführung der Fluggast- und Reisegepäckkontrolle,Bundesministerium des Innern und für Heimat,671210625,Bundesministerium des Innern und für Heimat zweifünfsechssiebeneinszweieins ,Bundesministerium des Innern und für Heimat zweifünfsechssiebeneinszweieins  Erstattungen an Dritte für die Durchführung der Fluggast- und Reisegepäckkontrolle,671010625,Bundesministerium des Innern und für Heimat,278765827.03,671010625,Bundesministerium des Innern und für Heimat,288065761.52,671010625,Bundesministerium des Innern und für Heimat,324192095.55,671010625,Bundesministerium des Innern und für Heimat,372790726.76,671210625,Bundesministerium des Innern und für Heimat,418502560.05,671210625,Bundesministerium des Innern und für Heimat,460714784.1,671210625,Bundesministerium des Innern und für Heimat,479113211.73,671210625,Bundesministerium des Innern und für Heimat,512821206.56,671210625,Bundesministerium des Innern und für Heimat,421575997.51,671210625,Bundesministerium des Innern und für Heimat,523118679.5,671210625,Bundesministerium des Innern und für Heimat,457459436.58
89,8,3,12101,338073823.77,Einnahmen aus Beteiligungen - Treuhand-Nachfolgeeinrichtungen -,Bundesministerium der Finanzen,121010803,Bundesministerium der Finanzen nulldreieinszweieinsnulleins ,Bundesministerium der Finanzen nulldreieinszweieinsnulleins  Einnahmen aus Beteiligungen - Treuhand-Nachfolgeeinrichtungen -,532550803,Bundesministerium der Finanzen,11173719.45,121010803,Bundesministerium der Finanzen,161110490.33,121010803,Bundesministerium der Finanzen,873532114.04,121010803,Bundesministerium der Finanzen,169491755.8,121010803,Bundesministerium der Finanzen,163450016.72,121010803,Bundesministerium der Finanzen,146409957.77,121010803,Bundesministerium der Finanzen,131369428.78,121010803,Bundesministerium der Finanzen,131327078.23,121010803,Bundesministerium der Finanzen,131286378.49,121010803,Bundesministerium der Finanzen,431245507.95,121010803,Bundesministerium der Finanzen,431203954.31
90,14,4,55111,322554989.29,Wehrtechnische Entwicklung und Erprobung,Bundesministerium der Verteidigung,551111404,Bundesministerium der Verteidigung nullvierfünffünfeinseinseins ,Bundesministerium der Verteidigung nullvierfünffünfeinseinseins  Wehrtechnische Entwicklung und Erprobung,551111420,Bundesministerium der Verteidigung,295587606.66,551111420,Bundesministerium der Verteidigung,194704558.64,551111420,Bundesministerium der Verteidigung,160133283.25,551111420,Bundesministerium der Verteidigung,205513585.3,551111404,Bundesministerium der Verteidigung,235000000.0,551111404,Bundesministerium der Verteidigung,203641621.33,551111404,Bundesministerium der Verteidigung,164909519.77,551111404,Bundesministerium der Verteidigung,272137746.18,551111404,Bundesministerium der Verteidigung,218137386.56,551111404,Bundesministerium der Verteidigung,440038795.1,551111404,Bundesministerium der Verteidigung,342347926.41
91,9,1,68332,321774238.9,Nationales Programm für Weltraum und Innovation - Forschungs- und Entwicklungsvorhaben,Bundesministerium für Wirtschaft und Klimaschutz,683320901,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtdreidreizwei ,Bundesministerium für Wirtschaft und Klimaschutz nulleinssechsachtdreidreizwei  Nationales Programm für Weltraum und Innovation - Forschungs- und Entwicklungsvorhaben,683320905,Bundesministerium für Wirtschaft und Klimaschutz,211551554.49,683320901,Bundesministerium für Wirtschaft und Klimaschutz,254892754.83,683320901,Bundesministerium für Wirtschaft und Klimaschutz,266631617.94,683320901,Bundesministerium für Wirtschaft und Klimaschutz,255393153.87,683320901,Bundesministerium für Wirtschaft und Klimaschutz,255322243.73,683320901,Bundesministerium für Wirtschaft und Klimaschutz,272958406.47,683320901,Bundesministerium für Wirtschaft und Klimaschutz,283563901.83,683320901,Bundesministerium für Wirtschaft und Klimaschutz,283810493.01,683320901,Bundesministerium für Wirtschaft und Klimaschutz,266828785.05,683320901,Bundesministerium für Wirtschaft und Klimaschutz,314209033.75,683320901,Bundesministerium für Wirtschaft und Klimaschutz,290491428.15
92,14,4,55101,320361922.43,Wehrtechnische Forschung und Technologie,Bundesministerium der Verteidigung,551011404,Bundesministerium der Verteidigung nullvierfünffünfeinsnulleins ,Bundesministerium der Verteidigung nullvierfünffünfeinsnulleins  Wehrtechnische Forschung und Technologie,551011420,Bundesministerium der Verteidigung,304899923.61,551011420,Bundesministerium der Verteidigung,423303392.2,551011420,Bundesministerium der Verteidigung,366300402.33,551011420,Bundesministerium der Verteidigung,346385846.43,551011404,Bundesministerium der Verteidigung,265101711.03,551011404,Bundesministerium der Verteidigung,477588911.95,551011404,Bundesministerium der Verteidigung,416129529.87,551011404,Bundesministerium der Verteidigung,525350356.77,551011404,Bundesministerium der Verteidigung,557486762.37,551011404,Bundesministerium der Verteidigung,564376845.47,551011404,Bundesministerium der Verteidigung,442448375.86
