,id,Epl.,Kap.,Tit.,Zweckbestimmung,Ist 2023,2012 Zweckbestimmung,Ist 2012,2013 Zweckbestimmung,Ist 2013,2014 Zweckbestimmung,Ist 2014,2015 Zweckbestimmung,Ist 2015,2016 Zweckbestimmung,Ist 2016,2017 Zweckbestimmung,Ist 2017,2018 Zweckbestimmung,Ist 2018,2019 Zweckbestimmung,Ist 2019,2020 Zweckbestimmung,Ist 2020,2021 Zweckbestimmung,Ist 2021,2022 Zweckbestimmung,Ist 2022
391,091551431,9,15,51431,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",785637.7,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",736538.06,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",834552.7,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl. ",837422.19,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",916996.21,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",877259.65,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",659859.54,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",643230.51,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",715495.97,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",567205.28,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",673299.94,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",729525.64
392,091611101,9,16,11101,"Gebühren, sonstige Entgelte",12200602.73,"Gebühren, sonstige Entgelte",682355.25,"Gebühren, sonstige Entgelte",1116434.51,"Gebühren, sonstige Entgelte ",9274316.59,"Gebühren, sonstige Entgelte",15030047.48,"Gebühren, sonstige Entgelte",15168730.55,"Gebühren, sonstige Entgelte",16363119.06,"Gebühren, sonstige Entgelte",1717522.41,"Gebühren, sonstige Entgelte",20632283.62,"Gebühren, sonstige Entgelte",12476231.36,"Gebühren, sonstige Entgelte",14811347.9,"Gebühren, sonstige Entgelte",13344512.63
393,091611201,9,16,11201,"Geldstrafen, Geldbußen und Gerichtskosten",662229.67,"Geldstrafen, Geldbußen und Gerichtskosten",14115.85,"Geldstrafen, Geldbußen und Gerichtskosten",4904.25,"Geldstrafen, Geldbußen und Gerichtskosten ",52055.37,"Geldstrafen, Geldbußen und Gerichtskosten",20241.94,"Geldstrafen, Geldbußen und Gerichtskosten",5082.72,"Geldstrafen, Geldbußen und Gerichtskosten",30687.58,"Geldstrafen, Geldbußen und Gerichtskosten",80117.19,"Geldstrafen, Geldbußen und Gerichtskosten",53753.48,"Geldstrafen, Geldbußen und Gerichtskosten",62357.5,"Geldstrafen, Geldbußen und Gerichtskosten",176539.83,"Geldstrafen, Geldbußen und Gerichtskosten",311798.67
394,091611999,9,16,11999,Vermischte Einnahmen,159212.11,Vermischte Einnahmen,27825.44,Vermischte Einnahmen,47686.93,Vermischte Einnahmen ,58692.69,Vermischte Einnahmen,56627.44,Vermischte Einnahmen,32775.71,Vermischte Einnahmen,282756.74,Vermischte Einnahmen,37494.31,Vermischte Einnahmen,117986.35,Vermischte Einnahmen,1227232.24,Vermischte Einnahmen,205722.7,Vermischte Einnahmen,125915.47
395,091613201,9,16,13201,Erlöse aus der Veräußerung von beweglichen Sachen,287767.25,Erlöse aus der Veräußerung von beweglichen Sachen,142898.0,Erlöse aus der Veräußerung von beweglichen Sachen,141323.0,Erlöse aus der Veräußerung von beweglichen Sachen ,117263.0,Erlöse aus der Veräußerung von beweglichen Sachen,21661.0,Erlöse aus der Veräußerung von beweglichen Sachen,131391.0,Erlöse aus der Veräußerung von beweglichen Sachen,147014.0,Erlöse aus der Veräußerung von beweglichen Sachen,24400.0,Erlöse aus der Veräußerung von beweglichen Sachen,208349.01,Erlöse aus der Veräußerung von beweglichen Sachen,209513.0,Erlöse aus der Veräußerung von beweglichen Sachen,62155.0,Erlöse aus der Veräußerung von beweglichen Sachen,73200.0
396,091638101,9,16,38101,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,77547.15,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,96137.57,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,4734946.03,Leistungen von Bundesbehörden zur Durchführung von Aufträgen ,2731030.37,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,328685.68,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,97859.99,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,212837.26,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,333789.49,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,377966.52,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,21195.62,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,273553.48,Leistungen von Bundesbehörden zur Durchführung von Aufträgen,96152.61
397,091651802,9,16,51802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,4746019.48,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,1995916.73,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,2486520.21,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement ,2421579.23,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,2186935.12,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,2297376.56,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,2997164.51,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,3266908.84,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,3325113.1,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,3403600.27,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,4049463.54,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,4774177.56
398,091642221,9,16,42221,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1979085.32,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1988334.39,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,2021871.4,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten ,1985237.91,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1976360.59,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,2091023.14,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,2206945.59,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,2175983.86,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,2226034.06,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,2450245.22,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,2219515.53,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,2270274.54
399,091642821,9,16,42821,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,3370053.77,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,4964271.22,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,4827258.27,Entgelte der Arbeitnehmerinnen und Arbeitnehmer ,4913614.95,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,4457179.31,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,4189650.45,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,4071342.94,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,4066776.53,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,4031589.25,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,3830976.9,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,3714337.85,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,3559899.3
400,091642831,9,16,42831,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,5200595.54,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,6576463.54,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,6558931.33,Entgelte der Arbeitnehmerinnen und Arbeitnehmer ,6959303.55,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,6204237.4,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,6550265.63,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,6341860.47,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,6289329.4,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,5924422.35,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,5369960.24,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,5463690.96,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,5191805.14
401,091654741,9,16,54741,Nicht aufteilbare sächliche Verwaltungsausgaben,2618.5,Nicht aufteilbare sächliche Verwaltungsausgaben,788174.52,Nicht aufteilbare sächliche Verwaltungsausgaben,562344.34,Nicht aufteilbare sächliche Verwaltungsausgaben ,289236.62,Nicht aufteilbare sächliche Verwaltungsausgaben,78008.86,Nicht aufteilbare sächliche Verwaltungsausgaben,49332.82,Nicht aufteilbare sächliche Verwaltungsausgaben,23893.42,Nicht aufteilbare sächliche Verwaltungsausgaben,73920.67,Nicht aufteilbare sächliche Verwaltungsausgaben,74950.9,Nicht aufteilbare sächliche Verwaltungsausgaben,21195.62,Nicht aufteilbare sächliche Verwaltungsausgaben,18567.48,Nicht aufteilbare sächliche Verwaltungsausgaben,2124.64
402,091642201,9,16,42201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,19382097.54,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,10868725.84,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,12178128.39,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten ,13022467.45,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,13216729.92,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,13736308.97,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,14966250.17,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,15765164.94,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,16441563.54,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,17215990.26,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,17702586.85,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,17826205.8
403,091642709,9,16,42709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",14514366.98,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",2965079.5,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",3492340.89,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige ",3990811.87,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",4316441.61,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",6327774.8,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",7813901.53,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",7814313.96,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",8110495.41,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",9082975.83,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",11416763.06,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",13275677.81
404,091642801,9,16,42801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,29937256.5,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,13268437.67,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,12649828.42,Entgelte der Arbeitnehmerinnen und Arbeitnehmer ,14535465.95,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,19693542.29,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,21815463.92,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,20287460.87,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,20228367.7,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,20592702.17,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,22028348.16,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,22462001.47,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,25778581.43
405,091645301,9,16,45301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",26114.32,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",2770.73,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",13732.8,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen ",3047.67,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",2704.56,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",2230.55,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",167323.76,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",56192.79,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",78830.88,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",85031.96,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",96041.45,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",29665.38
406,091651101,9,16,51101,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",5850278.58,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",530978.75,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",1222169.41,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung ",1863057.57,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",2078388.63,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",1534458.15,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",2531136.57,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",2526208.88,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",2059529.81,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",2506546.71,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",3973624.76,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",4892410.97
407,091651701,9,16,51701,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2364499.3,"Bewirtschaftung der Grundstücke, Gebäude und Räume",790826.01,"Bewirtschaftung der Grundstücke, Gebäude und Räume",718203.4,"Bewirtschaftung der Grundstücke, Gebäude und Räume ",702629.24,"Bewirtschaftung der Grundstücke, Gebäude und Räume",803279.94,"Bewirtschaftung der Grundstücke, Gebäude und Räume",1020718.31,"Bewirtschaftung der Grundstücke, Gebäude und Räume",1326692.39,"Bewirtschaftung der Grundstücke, Gebäude und Räume",1476985.08,"Bewirtschaftung der Grundstücke, Gebäude und Räume",1260048.87,"Bewirtschaftung der Grundstücke, Gebäude und Räume",1642800.34,"Bewirtschaftung der Grundstücke, Gebäude und Räume",1967592.28,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2410743.57
408,091652501,9,16,52501,Aus- und Fortbildung,237138.34,Aus- und Fortbildung,200492.61,Aus- und Fortbildung,265874.34,Aus- und Fortbildung ,253197.45,Aus- und Fortbildung,235453.58,Aus- und Fortbildung,233344.81,Aus- und Fortbildung,230126.9,Aus- und Fortbildung,203530.63,Aus- und Fortbildung,214505.21,Aus- und Fortbildung,133656.33,Aus- und Fortbildung,183627.63,Aus- und Fortbildung,202395.57
409,091652701,9,16,52701,Dienstreisen,378289.54,Dienstreisen,395367.67,Dienstreisen,451041.55,Dienstreisen ,485703.85,Dienstreisen,495334.38,Dienstreisen,650868.53,Dienstreisen,685399.42,Dienstreisen,666836.23,Dienstreisen,631664.58,Dienstreisen,181056.16,Dienstreisen,76593.49,Dienstreisen,251258.0
410,091653999,9,16,53999,Vermischte Verwaltungsausgaben,656285.44,Vermischte Verwaltungsausgaben,89849.76,Vermischte Verwaltungsausgaben,34806.96,Vermischte Verwaltungsausgaben ,36362.97,Vermischte Verwaltungsausgaben,152890.64,Vermischte Verwaltungsausgaben,218529.24,Vermischte Verwaltungsausgaben,150445.33,Vermischte Verwaltungsausgaben,181760.89,Vermischte Verwaltungsausgaben,145391.39,Vermischte Verwaltungsausgaben,1139034.62,Vermischte Verwaltungsausgaben,568426.0,Vermischte Verwaltungsausgaben,494774.93
411,091681201,9,16,81201,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",341558.73,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke",84299.33,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",20967.03,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT) ",135993.25,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",359347.38,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",318445.68,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",323331.33,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",291585.23,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",132912.4,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",1655940.24,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",597937.33,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",242924.1
412,091711101,9,17,11101,"Gebühren, sonstige Entgelte",7672875.87,"Gebühren, sonstige Entgelte",9301086.8,"Gebühren, sonstige Entgelte",8350834.89,"Gebühren, sonstige Entgelte ",9190927.23,"Gebühren, sonstige Entgelte",9598419.85,"Gebühren, sonstige Entgelte",9232018.63,"Gebühren, sonstige Entgelte",9837929.64,"Gebühren, sonstige Entgelte",10290810.15,"Gebühren, sonstige Entgelte",10877352.66,"Gebühren, sonstige Entgelte",9541126.88,"Gebühren, sonstige Entgelte",8396716.3,"Gebühren, sonstige Entgelte",7524297.33
413,091711201,9,17,11201,"Geldstrafen, Geldbußen und Gerichtskosten",75917991.7,"Geldstrafen, Geldbußen und Gerichtskosten",224070644.71,"Geldstrafen, Geldbußen und Gerichtskosten",325415197.74,"Geldstrafen, Geldbußen und Gerichtskosten ",536322556.5,"Geldstrafen, Geldbußen und Gerichtskosten",336354473.16,"Geldstrafen, Geldbußen und Gerichtskosten",326642278.33,"Geldstrafen, Geldbußen und Gerichtskosten",142940458.15,"Geldstrafen, Geldbußen und Gerichtskosten",463896734.06,"Geldstrafen, Geldbußen und Gerichtskosten",245593689.88,"Geldstrafen, Geldbußen und Gerichtskosten",876521610.02,"Geldstrafen, Geldbußen und Gerichtskosten",59504366.67,"Geldstrafen, Geldbußen und Gerichtskosten",38741809.89
414,091742201,9,17,42201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,20314080.62,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,11316628.6,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,11847529.43,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten ,12668588.19,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,13415573.7,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,13665314.88,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,14321088.83,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,14785194.63,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,16082440.52,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,17056433.33,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,17827177.09,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,18868206.35
415,091742709,9,17,42709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",369435.35,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",821629.04,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",772743.31,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige ",899995.39,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",795817.08,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",298280.19,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",203344.8,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",315786.27,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",236090.68,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",149175.59,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",154322.51,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",236392.14
416,091742801,9,17,42801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,9161339.8,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,5400390.19,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,5554949.06,Entgelte der Arbeitnehmerinnen und Arbeitnehmer ,5777966.28,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,5869630.2,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,5778828.4,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,5963610.11,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,6482382.9,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,6980517.3,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,7746721.18,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,8261824.37,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,8484661.08
417,091745301,9,17,45301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",76733.8,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",55760.39,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",88924.84,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen ",78839.15,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",41489.98,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",48038.59,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",28613.7,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",79587.87,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",94868.65,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",53098.95,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",82587.91,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",50741.46
