,id,Epl.,Kap.,Tit.,Zweckbestimmung,Ist 2023,2012 Zweckbestimmung,Ist 2012,2013 Zweckbestimmung,Ist 2013,2014 Zweckbestimmung,Ist 2014,2015 Zweckbestimmung,Ist 2015,2016 Zweckbestimmung,Ist 2016,2017 Zweckbestimmung,Ist 2017,2018 Zweckbestimmung,Ist 2018,2019 Zweckbestimmung,Ist 2019,2020 Zweckbestimmung,Ist 2020,2021 Zweckbestimmung,Ist 2021,2022 Zweckbestimmung,Ist 2022
107,061742201,6,17,42201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1855981.6,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,758409.84,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,732485.28,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten ,804667.71,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,842376.74,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,974485.98,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,982364.69,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,936914.78,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,939652.79,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1221598.79,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1434989.14,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1651393.26
108,061742709,6,17,42709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",965456.44,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",968812.86,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1065737.86,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige ",805673.27,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",632844.55,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",944661.4,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",909455.43,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1268634.59,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1235466.05,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1535018.79,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1422505.77,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1563267.84
109,061742801,6,17,42801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,1207134.27,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,481417.77,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,651582.55,Entgelte der Arbeitnehmerinnen und Arbeitnehmer ,715006.06,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,853418.37,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,679675.89,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,746093.65,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,719964.2,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,880413.15,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,745651.17,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,729534.43,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,994611.74
110,061751101,6,17,51101,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",34275.63,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",86361.19,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",35149.54,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung ",44898.67,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",57907.43,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",49766.1,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",35254.93,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",40402.91,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",30602.45,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",20513.46,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",98218.82,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",79592.22
111,061753999,6,17,53999,Vermischte Verwaltungsausgaben,300794.39,Vermischte Verwaltungsausgaben,41667.75,Vermischte Verwaltungsausgaben,7364.22,Vermischte Verwaltungsausgaben ,49345.51,Vermischte Verwaltungsausgaben,49971.45,Vermischte Verwaltungsausgaben,67388.65,Vermischte Verwaltungsausgaben,104728.6,Vermischte Verwaltungsausgaben,117396.99,Vermischte Verwaltungsausgaben,120241.11,Vermischte Verwaltungsausgaben,51519.74,Vermischte Verwaltungsausgaben,60794.18,Vermischte Verwaltungsausgaben,165690.23
112,061754401,6,17,54401,"Forschung, Untersuchungen und Ähnliches",339809.28,"Forschung, Untersuchungen und Ähnliches",226430.45,"Forschung, Untersuchungen und Ähnliches",386653.21,"Forschung, Untersuchungen und Ähnliches ",76825.2,"Forschung, Untersuchungen und Ähnliches",55278.52,"Forschung, Untersuchungen und Ähnliches",314270.33,"Forschung, Untersuchungen und Ähnliches",188212.22,"Forschung, Untersuchungen und Ähnliches",190110.71,"Forschung, Untersuchungen und Ähnliches",400779.05,"Forschung, Untersuchungen und Ähnliches",522520.65,"Forschung, Untersuchungen und Ähnliches",553593.81,"Forschung, Untersuchungen und Ähnliches",795052.31
113,061842201,6,18,42201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1424851.87,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,808029.7,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,862587.57,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten ,901881.45,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,873390.55,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1042156.51,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1037056.98,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1119720.52,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1231092.62,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1294542.39,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1329860.95,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,1350542.56
114,061842709,6,18,42709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",419378.55,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",423444.17,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",422010.28,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige ",327014.38,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",298476.18,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",249362.51,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",355778.6,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",473178.45,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",408170.24,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",439606.75,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",281941.32,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",229194.19
115,061842801,6,18,42801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,1046654.97,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,784344.06,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,771027.18,Entgelte der Arbeitnehmerinnen und Arbeitnehmer ,800738.68,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,813182.9,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,779314.8,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,839308.36,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,875018.58,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,811465.84,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,752688.47,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,896354.09,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,1128206.31
116,061853999,6,18,53999,Vermischte Verwaltungsausgaben,117903.34,Vermischte Verwaltungsausgaben,5069.19,Vermischte Verwaltungsausgaben,8351.37,Vermischte Verwaltungsausgaben ,112204.45,Vermischte Verwaltungsausgaben,143761.63,Vermischte Verwaltungsausgaben,151815.19,Vermischte Verwaltungsausgaben,149555.19,Vermischte Verwaltungsausgaben,106882.45,Vermischte Verwaltungsausgaben,189673.27,Vermischte Verwaltungsausgaben,100506.98,Vermischte Verwaltungsausgaben,72082.6,Vermischte Verwaltungsausgaben,90345.36
117,062311101,6,23,11101,"Gebühren, sonstige Entgelte",2640274.85,"Gebühren, sonstige Entgelte",928765.99,"Gebühren, sonstige Entgelte",996973.79,"Gebühren, sonstige Entgelte ",1255502.85,"Gebühren, sonstige Entgelte",1132081.79,"Gebühren, sonstige Entgelte",1444324.53,"Gebühren, sonstige Entgelte",2025216.52,"Gebühren, sonstige Entgelte",2473713.81,"Gebühren, sonstige Entgelte",2190143.86,"Gebühren, sonstige Entgelte",2402769.89,"Gebühren, sonstige Entgelte",3564489.51,"Gebühren, sonstige Entgelte",2392585.26
118,062311999,6,23,11999,Vermischte Einnahmen,492200.99,Vermischte Einnahmen,103170.87,Vermischte Einnahmen,714266.51,Vermischte Einnahmen ,387915.6,Vermischte Einnahmen,1438469.56,Vermischte Einnahmen,190797.93,Vermischte Einnahmen,285298.25,Vermischte Einnahmen,279594.71,Vermischte Einnahmen,636109.96,Vermischte Einnahmen,409344.57,Vermischte Einnahmen,516481.69,Vermischte Einnahmen,647499.27
119,062313201,6,23,13201,Erlöse aus der Veräußerung von beweglichen Sachen,99224.84,Erlöse aus der Veräußerung von beweglichen Sachen,372649.5,Erlöse aus der Veräußerung von beweglichen Sachen,375018.89,Erlöse aus der Veräußerung von beweglichen Sachen ,184678.49,Erlöse aus der Veräußerung von beweglichen Sachen,226695.06,Erlöse aus der Veräußerung von beweglichen Sachen,168804.82,Erlöse aus der Veräußerung von beweglichen Sachen,205089.53,Erlöse aus der Veräußerung von beweglichen Sachen,178872.09,Erlöse aus der Veräußerung von beweglichen Sachen,89544.44,Erlöse aus der Veräußerung von beweglichen Sachen,107308.29,Erlöse aus der Veräußerung von beweglichen Sachen,166361.68,Erlöse aus der Veräußerung von beweglichen Sachen,25435.7
120,062351802,6,23,51802,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,11748603.41,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,3077128.02,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,3093810.12,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement ,3093923.32,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,3095333.16,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,3146285.16,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,3615065.94,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,4721446.89,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,5169051.59,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,5148158.26,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,6783478.12,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,13011761.34
121,062342201,6,23,42201,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,56293543.89,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,17634815.07,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,18654371.95,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten ,20595801.74,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,21705739.76,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,23328852.44,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,25037948.87,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,28459859.37,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,32933486.37,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,38870594.5,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,44755155.68,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,49710514.06
122,062342709,6,23,42709,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",4268591.7,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",714480.93,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1731298.58,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige ",2257617.76,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1991912.54,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1519185.44,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",857292.8,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",2217892.57,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",1972191.67,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",2123470.12,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",2755997.29,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",3874978.36
123,062342801,6,23,42801,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,40751432.78,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,11126525.09,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,10997396.73,Entgelte der Arbeitnehmerinnen und Arbeitnehmer ,10408446.12,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,11385869.43,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,12198431.35,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,15806913.1,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,20365540.49,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,23466190.15,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,27972193.58,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,33942363.7,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,38384417.61
124,062345301,6,23,45301,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",208845.92,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",84952.1,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",21299.3,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen ",30509.29,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",11579.24,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",67085.47,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",108093.97,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",170093.56,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",195188.61,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",158441.57,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",282822.38,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",162038.31
125,062351101,6,23,51101,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",6251881.54,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",1408320.52,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",1630706.65,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung ",2287976.41,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",2012203.24,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",2037714.75,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",2392944.39,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",2747007.95,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",3609512.45,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",2975104.52,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",4591646.03,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",3583966.84
126,062351401,6,23,51401,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",158384.31,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",61001.16,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",69326.49,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl. ",56155.69,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",68600.29,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",74812.53,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",131519.64,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",136730.21,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",94781.38,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",117072.63,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",119843.74,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",175894.06
127,062351701,6,23,51701,"Bewirtschaftung der Grundstücke, Gebäude und Räume",5304549.6,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2335969.06,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2373018.12,"Bewirtschaftung der Grundstücke, Gebäude und Räume ",2517291.87,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2481220.97,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2339153.05,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2673972.2,"Bewirtschaftung der Grundstücke, Gebäude und Räume",2793243.68,"Bewirtschaftung der Grundstücke, Gebäude und Räume",3422511.11,"Bewirtschaftung der Grundstücke, Gebäude und Räume",3740538.4,"Bewirtschaftung der Grundstücke, Gebäude und Räume",3591647.24,"Bewirtschaftung der Grundstücke, Gebäude und Räume",4826781.41
128,062351901,6,23,51901,Unterhaltung der Grundstücke und baulichen Anlagen,9098.04,Unterhaltung der Grundstücke und baulichen Anlagen,306463.91,Unterhaltung der Grundstücke und baulichen Anlagen,134295.47,Unterhaltung der Grundstücke und baulichen Anlagen ,113742.1,Unterhaltung der Grundstücke und baulichen Anlagen,95534.47,Unterhaltung der Grundstücke und baulichen Anlagen,85790.67,Unterhaltung der Grundstücke und baulichen Anlagen,274307.8,Unterhaltung der Grundstücke und baulichen Anlagen,142943.16,Unterhaltung der Grundstücke und baulichen Anlagen,870987.61,Unterhaltung der Grundstücke und baulichen Anlagen,307665.27,Unterhaltung der Grundstücke und baulichen Anlagen,73260.43,Unterhaltung der Grundstücke und baulichen Anlagen,54250.05
129,062352501,6,23,52501,Aus- und Fortbildung,1918282.9,Aus- und Fortbildung,318771.19,Aus- und Fortbildung,301714.49,Aus- und Fortbildung ,409515.46,Aus- und Fortbildung,669607.94,Aus- und Fortbildung,865554.69,Aus- und Fortbildung,975961.64,Aus- und Fortbildung,864216.07,Aus- und Fortbildung,1218707.59,Aus- und Fortbildung,786987.16,Aus- und Fortbildung,1047636.11,Aus- und Fortbildung,1546470.33
130,062352701,6,23,52701,Dienstreisen,2842255.07,Dienstreisen,1205085.41,Dienstreisen,1387936.78,Dienstreisen ,1388339.62,Dienstreisen,1437750.17,Dienstreisen,1524084.44,Dienstreisen,1686674.62,Dienstreisen,1947991.26,Dienstreisen,2278040.64,Dienstreisen,713315.87,Dienstreisen,413475.35,Dienstreisen,1620716.81
131,062353999,6,23,53999,Vermischte Verwaltungsausgaben,1023484.24,Vermischte Verwaltungsausgaben,68090.73,Vermischte Verwaltungsausgaben,95965.72,Vermischte Verwaltungsausgaben ,265330.8,Vermischte Verwaltungsausgaben,246641.95,Vermischte Verwaltungsausgaben,270529.17,Vermischte Verwaltungsausgaben,331211.67,Vermischte Verwaltungsausgaben,508659.15,Vermischte Verwaltungsausgaben,656380.63,Vermischte Verwaltungsausgaben,919830.19,Vermischte Verwaltungsausgaben,561448.47,Vermischte Verwaltungsausgaben,517881.93
132,062371101,6,23,71101,"Kleine Neu-, Um- und Erweiterungsbauten",8086661.52,"Kleine Neu-, Um- und Erweiterungsbauten",361781.02,"Kleine Neu-, Um- und Erweiterungsbauten",225911.18,"Kleine Neu-, Um- und Erweiterungsbauten ",70334.2,"Kleine Neu-, Um- und Erweiterungsbauten",406002.07,"Kleine Neu-, Um- und Erweiterungsbauten",282189.72,"Kleine Neu-, Um- und Erweiterungsbauten",773571.25,"Kleine Neu-, Um- und Erweiterungsbauten",1231881.39,"Kleine Neu-, Um- und Erweiterungsbauten",2049446.96,"Kleine Neu-, Um- und Erweiterungsbauten",744804.89,"Kleine Neu-, Um- und Erweiterungsbauten",347660.24,"Kleine Neu-, Um- und Erweiterungsbauten",5601921.85
133,062381101,6,23,81101,Erwerb von Fahrzeugen,157734.59,Erwerb von Fahrzeugen,212372.33,Erwerb von Fahrzeugen,306907.61,Erwerb von Fahrzeugen ,80342.41,Erwerb von Fahrzeugen,255731.86,Erwerb von Fahrzeugen,184602.73,Erwerb von Fahrzeugen,84734.52,Erwerb von Fahrzeugen,148552.79,Erwerb von Fahrzeugen,127552.56,Erwerb von Fahrzeugen,140445.25,Erwerb von Fahrzeugen,264135.2,Erwerb von Fahrzeugen,233814.24
